company,name,model,link_x_x,size,link_y_x,link_x_y,freq,link_y_y
Gskill,G.Skill F4-2400C15S-16GVR Desktop Ram Ripjaws V Series 16GB (16GBx1) DDR4 2400MHz Red,F4-2400C15S-16GVR ,pcpricetracker.in/gen/products/4d9ca9d478fe96f97ec665ea6f13d82f,16GB ,pcpricetracker.in/gen/products/4d9ca9d478fe96f97ec665ea6f13d82f,pcpricetracker.in/gen/products/4d9ca9d478fe96f97ec665ea6f13d82f,2400MHz ,pcpricetracker.in/gen/products/4d9ca9d478fe96f97ec665ea6f13d82f
Gskill,G.Skill F4-2400C16S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 2400MHz,F4-2400C16S-16GRS ,pcpricetracker.in/gen/products/597d2214ab8ef540575e3680d59ac01e,16GB ,pcpricetracker.in/gen/products/597d2214ab8ef540575e3680d59ac01e,pcpricetracker.in/gen/products/597d2214ab8ef540575e3680d59ac01e,2400MHz,pcpricetracker.in/gen/products/597d2214ab8ef540575e3680d59ac01e
Gskill,G.Skill F4-2400C16S-4GRS Laptop Ram Ripjaws Series 4GB (4GBx1) DDR4 2400MHz,F4-2400C16S-4GRS ,pcpricetracker.in/gen/products/5ace50312c5352cb7db4ec5e25261fd8,4GB ,pcpricetracker.in/gen/products/5ace50312c5352cb7db4ec5e25261fd8,pcpricetracker.in/gen/products/5ace50312c5352cb7db4ec5e25261fd8,2400MHz,pcpricetracker.in/gen/products/5ace50312c5352cb7db4ec5e25261fd8
Gskill,G.Skill F4-2400C16S-8GRS Laptop Ram Ripjaws Series 8GB (8GBx1) DDR4 2400MHz,F4-2400C16S-8GRS ,pcpricetracker.in/gen/products/0bf6331277a7cc03fa55408157a2a8b9,8GB ,pcpricetracker.in/gen/products/0bf6331277a7cc03fa55408157a2a8b9,pcpricetracker.in/gen/products/0bf6331277a7cc03fa55408157a2a8b9,2400MHz,pcpricetracker.in/gen/products/0bf6331277a7cc03fa55408157a2a8b9
Gskill,G.Skill F4-2400C17S-4GVR Desktop Ram Ripjaws V Series 4GB (4GBx1) DDR4 2400MHz Red,F4-2400C17S-4GVR ,pcpricetracker.in/gen/products/73a5d337dba7a07b6f29806eafe78251,4GB ,pcpricetracker.in/gen/products/73a5d337dba7a07b6f29806eafe78251,pcpricetracker.in/gen/products/73a5d337dba7a07b6f29806eafe78251,2400MHz ,pcpricetracker.in/gen/products/73a5d337dba7a07b6f29806eafe78251
Gskill,G.SKILL 8GB (8GB x 1) DDR4 – 2400 MHZ RIPJAWS V SERIES SINGLE CHANNEL KIT RAM (F4-2400C17S-8GVR),F4-2400C17S-8GVR,pcpricetracker.in/gen/products/adec18ad34d1d1379c57ffc26694d402,8GB ,pcpricetracker.in/gen/products/adec18ad34d1d1379c57ffc26694d402,pcpricetracker.in/gen/products/adec18ad34d1d1379c57ffc26694d402,2400 MHZ ,pcpricetracker.in/gen/products/adec18ad34d1d1379c57ffc26694d402
Gskill,G.Skill F4-2666C18S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 2666MHz,F4-2666C18S-16GRS ,pcpricetracker.in/gen/products/beab884bcf3a40ba7e18a1a5cdb91c64,16GB ,pcpricetracker.in/gen/products/beab884bcf3a40ba7e18a1a5cdb91c64,pcpricetracker.in/gen/products/beab884bcf3a40ba7e18a1a5cdb91c64,2666MHz,pcpricetracker.in/gen/products/beab884bcf3a40ba7e18a1a5cdb91c64
Gskill,G.Skill Ripjaws V Series 32GB (32GBx1) DDR4 2666 MHz RAM F4-2666C18S-32GVK,F4-2666C18S-32GVK,pcpricetracker.in/gen/products/d8d30671c4bf74983cd1e64270c30b56,32GB ,pcpricetracker.in/gen/products/d8d30671c4bf74983cd1e64270c30b56,pcpricetracker.in/gen/products/d8d30671c4bf74983cd1e64270c30b56,2666 MHz ,pcpricetracker.in/gen/products/d8d30671c4bf74983cd1e64270c30b56
Gskill,G.Skill F4-2666C19S-16GIS Desktop Ram Aegis Series 16GB (16GBx1) DDR4 2666MHz Black,F4-2666C19S-16GIS ,pcpricetracker.in/gen/products/4d523cfda7d41e60650107612ce4cb66,16GB ,pcpricetracker.in/gen/products/4d523cfda7d41e60650107612ce4cb66,pcpricetracker.in/gen/products/4d523cfda7d41e60650107612ce4cb66,2666MHz ,pcpricetracker.in/gen/products/4d523cfda7d41e60650107612ce4cb66
Gskill,G.Skill F4-2666C19S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 2666MHz,F4-2666C19S-16GRS ,pcpricetracker.in/gen/products/51c2dc398be421efdae353fdb68d86f8,16GB ,pcpricetracker.in/gen/products/51c2dc398be421efdae353fdb68d86f8,pcpricetracker.in/gen/products/51c2dc398be421efdae353fdb68d86f8,2666MHz,pcpricetracker.in/gen/products/51c2dc398be421efdae353fdb68d86f8
Gskill,G.Skill F4-2666C19S-8GRS Laptop Ram Ripjaws Series 8GB (8GBx1) DDR4 2666MHz,F4-2666C19S-8GRS ,pcpricetracker.in/gen/products/e7f049872c0f54c4d6d2444c864fb146,8GB ,pcpricetracker.in/gen/products/e7f049872c0f54c4d6d2444c864fb146,pcpricetracker.in/gen/products/e7f049872c0f54c4d6d2444c864fb146,2666MHz,pcpricetracker.in/gen/products/e7f049872c0f54c4d6d2444c864fb146
Gskill,G.Skill RipjawsV 16GB (2x8GB) RAM (F4-3000C15D-16GVRB),F4-3000C15D-16GVRB,pcpricetracker.in/gen/products/6adb676f63015caaf481dd0469da5f19,16GB ,pcpricetracker.in/gen/products/6adb676f63015caaf481dd0469da5f19,pcpricetracker.in/gen/products/6adb676f63015caaf481dd0469da5f19,,pcpricetracker.in/gen/products/6adb676f63015caaf481dd0469da5f19
Gskill,G.SKILL 16GB (8GBX2) DDR4 – 3000MHZ TRIDENT Z ROYAL SERIES RAM (F4-3000C16D-16GTRG),F4-3000C16D-16GTRG,pcpricetracker.in/gen/products/36fd84b79d3eb5c33a13f99ec86122fc,16GB ,pcpricetracker.in/gen/products/36fd84b79d3eb5c33a13f99ec86122fc,pcpricetracker.in/gen/products/36fd84b79d3eb5c33a13f99ec86122fc,3000MHZ ,pcpricetracker.in/gen/products/36fd84b79d3eb5c33a13f99ec86122fc
Gskill,G.SKILL 16GB (8GBx2) DDR4 – 3000MHZ TRIDENT Z ROYAL SERIES RAM (F4-3000C16D-16GTRS),F4-3000C16D-16GTRS,pcpricetracker.in/gen/products/91da5a62adabb9cf711747e22e895bc1,16GB ,pcpricetracker.in/gen/products/91da5a62adabb9cf711747e22e895bc1,pcpricetracker.in/gen/products/91da5a62adabb9cf711747e22e895bc1,3000MHZ ,pcpricetracker.in/gen/products/91da5a62adabb9cf711747e22e895bc1
Gskill,G.SKILL 16GB (8GBX2) 3000 MHZ DDR4 TRIDENT Z NEO RGB RAM (F4-3000C16D-16GTZN),F4-3000C16D-16GTZN,pcpricetracker.in/gen/products/e0f24f0aeae56f402fc0eb7071316bf0,16GB ,pcpricetracker.in/gen/products/e0f24f0aeae56f402fc0eb7071316bf0,pcpricetracker.in/gen/products/e0f24f0aeae56f402fc0eb7071316bf0,3000 MHZ ,pcpricetracker.in/gen/products/e0f24f0aeae56f402fc0eb7071316bf0
Gskill,G.Skill F4-3000C16D-16GTZR Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 3000MHz,F4-3000C16D-16GTZR ,pcpricetracker.in/gen/products/9b030f8ec88e6deab3d1e13064565247,16GB ,pcpricetracker.in/gen/products/9b030f8ec88e6deab3d1e13064565247,pcpricetracker.in/gen/products/9b030f8ec88e6deab3d1e13064565247,3000MHz,pcpricetracker.in/gen/products/9b030f8ec88e6deab3d1e13064565247
Gskill,G.SKILL 32GB (16GBX2) 3000 MHZ DDR4 TRIDENT Z NEO RGB RAM (F4-3000C16D-32GTZN),F4-3000C16D-32GTZN,pcpricetracker.in/gen/products/b0580802b626c362fb9257045f06111a,32GB ,pcpricetracker.in/gen/products/b0580802b626c362fb9257045f06111a,pcpricetracker.in/gen/products/b0580802b626c362fb9257045f06111a,3000 MHZ ,pcpricetracker.in/gen/products/b0580802b626c362fb9257045f06111a
Gskill,G.Skill F4-3000C16D-32GVRB Desktop Ram Ripjaws V Series 32GB (16GBx2) DDR4 3000MHz,F4-3000C16D-32GVRB ,pcpricetracker.in/gen/products/cb5054e432be035af90736a4e706ab91,32GB ,pcpricetracker.in/gen/products/cb5054e432be035af90736a4e706ab91,pcpricetracker.in/gen/products/cb5054e432be035af90736a4e706ab91,3000MHz,pcpricetracker.in/gen/products/cb5054e432be035af90736a4e706ab91
Gskill,G.Skill F4-3000C16S-16GISB Desktop Ram Aegis Series 16GB (16GBX1) DDR4 3000MHz,F4-3000C16S-16GISB ,pcpricetracker.in/gen/products/24869863fb88f6b14926bebe3b1e3ad9,16GB ,pcpricetracker.in/gen/products/24869863fb88f6b14926bebe3b1e3ad9,pcpricetracker.in/gen/products/24869863fb88f6b14926bebe3b1e3ad9,3000MHz,pcpricetracker.in/gen/products/24869863fb88f6b14926bebe3b1e3ad9
Gskill,G.SKILL (16GBx1) DDR4 -3000 MHZ TRIDENT-Z RGB SERIES RAM,,pcpricetracker.in/gen/products/139153346006a645463da89f8208d34f,16GB,pcpricetracker.in/gen/products/139153346006a645463da89f8208d34f,pcpricetracker.in/gen/products/139153346006a645463da89f8208d34f,3000 MHZ ,pcpricetracker.in/gen/products/139153346006a645463da89f8208d34f
Gskill,G.Skill F4-3000C16S-16GVRB Desktop Ram Ripjaws V Series 16GB (16GBX1) DDR4 3000MHz Red,F4-3000C16S-16GVRB ,pcpricetracker.in/gen/products/4f3802c05bcc10ff131d3065f5ab94b9,16GB ,pcpricetracker.in/gen/products/4f3802c05bcc10ff131d3065f5ab94b9,pcpricetracker.in/gen/products/4f3802c05bcc10ff131d3065f5ab94b9,3000MHz ,pcpricetracker.in/gen/products/4f3802c05bcc10ff131d3065f5ab94b9
Gskill,G.Skill F4-3000C16S-8GTZR Desktop Ram Trident Z RGB Series 8GB (8GBx1) DDR4 3000MHz,F4-3000C16S-8GTZR ,pcpricetracker.in/gen/products/575c6c31c255799c25de4ccc4881b8b3,8GB ,pcpricetracker.in/gen/products/575c6c31c255799c25de4ccc4881b8b3,pcpricetracker.in/gen/products/575c6c31c255799c25de4ccc4881b8b3,3000MHz,pcpricetracker.in/gen/products/575c6c31c255799c25de4ccc4881b8b3
Gskill,G.Skill F4-3000C16S-8GVRB Desktop Ram Ripjaws V Series 8GB (8GBx1) DDR4 3000MHz Red,F4-3000C16S-8GVRB ,pcpricetracker.in/gen/products/62e69846bea300e317cb3afa183a8e44,8GB ,pcpricetracker.in/gen/products/62e69846bea300e317cb3afa183a8e44,pcpricetracker.in/gen/products/62e69846bea300e317cb3afa183a8e44,3000MHz ,pcpricetracker.in/gen/products/62e69846bea300e317cb3afa183a8e44
Gskill,G.Skill Trident Z Royal Gold 32 GB (2 x 16GB) 3200 MHz DDR4 Memory F4-3200C14D-32GTRG,F4-3200C14D-32GTRG,pcpricetracker.in/gen/products/3bd896f828cd55600361f98dbcf1be3c,32 GB ,pcpricetracker.in/gen/products/3bd896f828cd55600361f98dbcf1be3c,pcpricetracker.in/gen/products/3bd896f828cd55600361f98dbcf1be3c,3200 MHz ,pcpricetracker.in/gen/products/3bd896f828cd55600361f98dbcf1be3c
Gskill,G.Skill Trident Z Series 64GB (4x16GB) 3200MHz DDR4 Memory F4-3200C14Q-64GTZSW,F4-3200C14Q-64GTZSW,pcpricetracker.in/gen/products/6de5419e36f816fe814686e490c2ca8a,64GB ,pcpricetracker.in/gen/products/6de5419e36f816fe814686e490c2ca8a,pcpricetracker.in/gen/products/6de5419e36f816fe814686e490c2ca8a,3200MHz ,pcpricetracker.in/gen/products/6de5419e36f816fe814686e490c2ca8a
Gskill,G.Skill F4-3200C16D-16GFX Desktop Ram Flare X series 16GB (8GBx2) DDR4 3200MHz Black,F4-3200C16D-16GFX ,pcpricetracker.in/gen/products/f1d31f2af41f41fb0ea9ce6411f06947,16GB ,pcpricetracker.in/gen/products/f1d31f2af41f41fb0ea9ce6411f06947,pcpricetracker.in/gen/products/f1d31f2af41f41fb0ea9ce6411f06947,3200MHz ,pcpricetracker.in/gen/products/f1d31f2af41f41fb0ea9ce6411f06947
Gskill,G.Skill Trident Z Royal Gold 16 GB (2 x 8GB) 3200 MHz DDR4 Memory F4-3200C16D-16GTRG,F4-3200C16D-16GTRG,pcpricetracker.in/gen/products/435ea0e3e1d01d588c2c199690d7db1d,16 GB ,pcpricetracker.in/gen/products/435ea0e3e1d01d588c2c199690d7db1d,pcpricetracker.in/gen/products/435ea0e3e1d01d588c2c199690d7db1d,3200 MHz ,pcpricetracker.in/gen/products/435ea0e3e1d01d588c2c199690d7db1d
Gskill,G.Skill F4-3200C16D-16GTRS Desktop Ram Trident Z Royal Series 16GB (8GBx2) DDR4 3200MHz RGB,F4-3200C16D-16GTRS ,pcpricetracker.in/gen/products/fd3706160a2e19d029f3a36cf5f4ffaf,16GB ,pcpricetracker.in/gen/products/fd3706160a2e19d029f3a36cf5f4ffaf,pcpricetracker.in/gen/products/fd3706160a2e19d029f3a36cf5f4ffaf,3200MHz ,pcpricetracker.in/gen/products/fd3706160a2e19d029f3a36cf5f4ffaf
Gskill,G.Skill F4-3200C16D-16GTZN Desktop Ram Trident Z Neo Series 16GB (8GBx2) DDR4 3200MHz RGB,F4-3200C16D-16GTZN ,pcpricetracker.in/gen/products/f05b964ba3259bbb96dde9cce7443d9c,16GB ,pcpricetracker.in/gen/products/f05b964ba3259bbb96dde9cce7443d9c,pcpricetracker.in/gen/products/f05b964ba3259bbb96dde9cce7443d9c,3200MHz ,pcpricetracker.in/gen/products/f05b964ba3259bbb96dde9cce7443d9c
Gskill,G.Skill F4-3200C16D-16GTZR Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 3200MHz,F4-3200C16D-16GTZR ,pcpricetracker.in/gen/products/bf71f37ba59554458e60752fce671cbb,16GB ,pcpricetracker.in/gen/products/bf71f37ba59554458e60752fce671cbb,pcpricetracker.in/gen/products/bf71f37ba59554458e60752fce671cbb,3200MHz,pcpricetracker.in/gen/products/bf71f37ba59554458e60752fce671cbb
Gskill,G.Skill RipjawsV 16GB(2x8GB) RAM (F4-3200C16D-16GVGB),F4-3200C16D-16GVGB,pcpricetracker.in/gen/products/f444b152dd8e9b68483a536bcd3d1366,16GB,pcpricetracker.in/gen/products/f444b152dd8e9b68483a536bcd3d1366,pcpricetracker.in/gen/products/f444b152dd8e9b68483a536bcd3d1366,,pcpricetracker.in/gen/products/f444b152dd8e9b68483a536bcd3d1366
Gskill,G.Skill F4-3200C16D-16GVKB Desktop Ram Ripjaws V Series 16GB (8GBx2) DDR4 3200MHz Black,F4-3200C16D-16GVKB ,pcpricetracker.in/gen/products/26b012f954d8ca68d475692ab5e16de6,16GB ,pcpricetracker.in/gen/products/26b012f954d8ca68d475692ab5e16de6,pcpricetracker.in/gen/products/26b012f954d8ca68d475692ab5e16de6,3200MHz ,pcpricetracker.in/gen/products/26b012f954d8ca68d475692ab5e16de6
Gskill,G.Skill F4-3200C16D-32GFX Desktop Ram Flare X Series 32GB (16GBx2) DDR4 3200MHz Black,F4-3200C16D-32GFX ,pcpricetracker.in/gen/products/7d895be8fb77836e17199406beb93f2a,32GB ,pcpricetracker.in/gen/products/7d895be8fb77836e17199406beb93f2a,pcpricetracker.in/gen/products/7d895be8fb77836e17199406beb93f2a,3200MHz ,pcpricetracker.in/gen/products/7d895be8fb77836e17199406beb93f2a
Gskill,G.Skill F4-3200C16D-32GTZN Desktop Ram Trident Z Neo Series 32GB (16GBx2) DDR4 3200MHz RGB,F4-3200C16D-32GTZN ,pcpricetracker.in/gen/products/7f236db767c80907b99fe72015fba4d0,32GB ,pcpricetracker.in/gen/products/7f236db767c80907b99fe72015fba4d0,pcpricetracker.in/gen/products/7f236db767c80907b99fe72015fba4d0,3200MHz ,pcpricetracker.in/gen/products/7f236db767c80907b99fe72015fba4d0
Gskill,G.Skill F4-3200C16D-32GTZR Desktop Ram Trident Z RGB Series 32GB (16GBx2) DDR4 3200MHz,F4-3200C16D-32GTZR ,pcpricetracker.in/gen/products/0e7dc7d97cb6e58a0343cbfc8563c9e5,32GB ,pcpricetracker.in/gen/products/0e7dc7d97cb6e58a0343cbfc8563c9e5,pcpricetracker.in/gen/products/0e7dc7d97cb6e58a0343cbfc8563c9e5,3200MHz,pcpricetracker.in/gen/products/0e7dc7d97cb6e58a0343cbfc8563c9e5
Gskill,G.Skill F4-3200C16D-32GVK Desktop Ram Ripjaws V Series 32GB (16GBx2) DDR4 3200MHz Black,F4-3200C16D-32GVK ,pcpricetracker.in/gen/products/d1c0f51cb50f1199ce434df4b2ea9436,32GB ,pcpricetracker.in/gen/products/d1c0f51cb50f1199ce434df4b2ea9436,pcpricetracker.in/gen/products/d1c0f51cb50f1199ce434df4b2ea9436,3200MHz ,pcpricetracker.in/gen/products/d1c0f51cb50f1199ce434df4b2ea9436
Gskill,G.SKILL F4-3200C16D-64GTZN Desktop Ram Trident Z Neo Series 64GB (32GBx2) DDR4 3200MHz RGB,F4-3200C16D-64GTZN ,pcpricetracker.in/gen/products/8d8a89ab61d2311cf802224b7c7deb76,64GB ,pcpricetracker.in/gen/products/8d8a89ab61d2311cf802224b7c7deb76,pcpricetracker.in/gen/products/8d8a89ab61d2311cf802224b7c7deb76,3200MHz ,pcpricetracker.in/gen/products/8d8a89ab61d2311cf802224b7c7deb76
Gskill,G.Skill Trident Z Series 64GB (4x16GB) 3200MHz DDR4 Memory F4-3200C16Q-64GTZ,F4-3200C16Q-64GTZ,pcpricetracker.in/gen/products/507922f060978da65f90aea77a2c0061,64GB ,pcpricetracker.in/gen/products/507922f060978da65f90aea77a2c0061,pcpricetracker.in/gen/products/507922f060978da65f90aea77a2c0061,3200MHz ,pcpricetracker.in/gen/products/507922f060978da65f90aea77a2c0061
Gskill,G.Skill F4-3200C16S-16GTZR Desktop Ram Trident Z RGB Series 16GB (16GBx1) DDR4 3200MHz,F4-3200C16S-16GTZR ,pcpricetracker.in/gen/products/eb6ee0a961fccb07a5040bff13972619,16GB ,pcpricetracker.in/gen/products/eb6ee0a961fccb07a5040bff13972619,pcpricetracker.in/gen/products/eb6ee0a961fccb07a5040bff13972619,3200MHz,pcpricetracker.in/gen/products/eb6ee0a961fccb07a5040bff13972619
Gskill,G.Skill F4-3200C16S-16GVK Desktop Ram Ripjaws V Series 16GB (16GBx1) DDR4 3200MHz Black,F4-3200C16S-16GVK ,pcpricetracker.in/gen/products/6556c6a293bbdaec058762f9df3d5900,16GB ,pcpricetracker.in/gen/products/6556c6a293bbdaec058762f9df3d5900,pcpricetracker.in/gen/products/6556c6a293bbdaec058762f9df3d5900,3200MHz ,pcpricetracker.in/gen/products/6556c6a293bbdaec058762f9df3d5900
Gskill,G.Skill F4-3200C16S-32GVK Desktop Ram Ripjaws V Series 32GB (32GBx1) DDR4 3200MHz Black,F4-3200C16S-32GVK ,pcpricetracker.in/gen/products/9412a74ec17be3af7167286290448bb4,32GB ,pcpricetracker.in/gen/products/9412a74ec17be3af7167286290448bb4,pcpricetracker.in/gen/products/9412a74ec17be3af7167286290448bb4,3200MHz ,pcpricetracker.in/gen/products/9412a74ec17be3af7167286290448bb4
Gskill,G.Skill F4-3200C16S-8GTZR Desktop Ram Trident Z RGB Series 8GB (8GBx1) DDR4 DRAM 3200MHz,F4-3200C16S-8GTZR ,pcpricetracker.in/gen/products/55fdd5f55f1a2d8d85db77924f96f36c,8GB ,pcpricetracker.in/gen/products/55fdd5f55f1a2d8d85db77924f96f36c,pcpricetracker.in/gen/products/55fdd5f55f1a2d8d85db77924f96f36c,3200MHz,pcpricetracker.in/gen/products/55fdd5f55f1a2d8d85db77924f96f36c
Gskill,G.Skill F4-3200C16S-8GVKB Desktop Ram Ripjaws V Series 8GB (8GBx1) DDR4 3200MHz Black,F4-3200C16S-8GVKB ,pcpricetracker.in/gen/products/9890ead814673f79d1bad1f7739d05a5,8GB ,pcpricetracker.in/gen/products/9890ead814673f79d1bad1f7739d05a5,pcpricetracker.in/gen/products/9890ead814673f79d1bad1f7739d05a5,3200MHz ,pcpricetracker.in/gen/products/9890ead814673f79d1bad1f7739d05a5
Gskill,G.Skill F4-3200C22S-16GRS Laptop Ram Ripjaws Series 16GB (16GBx1) DDR4 3200MHz,F4-3200C22S-16GRS ,pcpricetracker.in/gen/products/14bc510ae43eef7b42b8aaf446170fe8,16GB ,pcpricetracker.in/gen/products/14bc510ae43eef7b42b8aaf446170fe8,pcpricetracker.in/gen/products/14bc510ae43eef7b42b8aaf446170fe8,3200MHz,pcpricetracker.in/gen/products/14bc510ae43eef7b42b8aaf446170fe8
Gskill,G.Skill F4-3200C22S-8GRS Laptop Ram Ripjaws Series 8GB (8GBx1) DDR4 3200MHz,F4-3200C22S-8GRS ,pcpricetracker.in/gen/products/4c6a75b2230cd49fcf608f62eeeb907f,8GB ,pcpricetracker.in/gen/products/4c6a75b2230cd49fcf608f62eeeb907f,pcpricetracker.in/gen/products/4c6a75b2230cd49fcf608f62eeeb907f,3200MHz,pcpricetracker.in/gen/products/4c6a75b2230cd49fcf608f62eeeb907f
Gskill,G.Skill TRIDENT Z ROYAL 16GB (8GBX2) DDR4 3600MHz RGB Memory (F4-3600C16D-16GTRSC),F4-3600C16D-16GTRSC,pcpricetracker.in/gen/products/0a8a0163c0b709e9d615765e9680c495,16GB ,pcpricetracker.in/gen/products/0a8a0163c0b709e9d615765e9680c495,pcpricetracker.in/gen/products/0a8a0163c0b709e9d615765e9680c495,3600MHz ,pcpricetracker.in/gen/products/0a8a0163c0b709e9d615765e9680c495
Gskill,G.Skill Trident Z Neo Series 16GB (8GBx2) DDR4 3600MHz RGB RAM F4-3600C16D-16GTZN,F4-3600C16D-16GTZN,pcpricetracker.in/gen/products/5cd86b35e06323f7fe6425c094cfd6d1,16GB ,pcpricetracker.in/gen/products/5cd86b35e06323f7fe6425c094cfd6d1,pcpricetracker.in/gen/products/5cd86b35e06323f7fe6425c094cfd6d1,3600MHz ,pcpricetracker.in/gen/products/5cd86b35e06323f7fe6425c094cfd6d1
Gskill,G.Skill F4-3600C16D-16GTZNC Desktop Ram Trident Z Neo Series 16GB (8GBx2) DDR4 3600MHz RGB,F4-3600C16D-16GTZNC ,pcpricetracker.in/gen/products/a7821723c0329b5aaa5f682efdb186ef,16GB ,pcpricetracker.in/gen/products/a7821723c0329b5aaa5f682efdb186ef,pcpricetracker.in/gen/products/a7821723c0329b5aaa5f682efdb186ef,3600MHz ,pcpricetracker.in/gen/products/a7821723c0329b5aaa5f682efdb186ef
Gskill,G.SKILL TRIDENT Z 16GB (8GBX2) DDR4 3600MHZ RGB MEMORY (F4-3600C16D-16GTZRC),F4-3600C16D-16GTZRC,pcpricetracker.in/gen/products/068d96c582ff8bb90605c30ace63ac32,16GB ,pcpricetracker.in/gen/products/068d96c582ff8bb90605c30ace63ac32,pcpricetracker.in/gen/products/068d96c582ff8bb90605c30ace63ac32,3600MHZ ,pcpricetracker.in/gen/products/068d96c582ff8bb90605c30ace63ac32
Gskill,G.SKILL F4-3600C16D-32GTZNC Desktop Ram Trident Z Neo Series 32GB (16GBx2) DDR4 3600MHz RGB,F4-3600C16D-32GTZNC ,pcpricetracker.in/gen/products/7dcebe3c743b856d91f6862d2a33408a,32GB ,pcpricetracker.in/gen/products/7dcebe3c743b856d91f6862d2a33408a,pcpricetracker.in/gen/products/7dcebe3c743b856d91f6862d2a33408a,3600MHz ,pcpricetracker.in/gen/products/7dcebe3c743b856d91f6862d2a33408a
Gskill,G.skill Trident Z RGB Series 32GB (2x16GB) 3600 MHz DDR4 Memory F4-3600C16D-32GTZRC,F4-3600C16D-32GTZRC,pcpricetracker.in/gen/products/83fb37055cb58bc3d1ad4c160a32579a,32GB ,pcpricetracker.in/gen/products/83fb37055cb58bc3d1ad4c160a32579a,pcpricetracker.in/gen/products/83fb37055cb58bc3d1ad4c160a32579a,3600 MHz ,pcpricetracker.in/gen/products/83fb37055cb58bc3d1ad4c160a32579a
Gskill,G.skill Ripjaws V Series 32GB (2x16GB) 3600 MHz DDR4 Memory F4-3600C16D-32GVKC,F4-3600C16D-32GVKC,pcpricetracker.in/gen/products/852e1610ddf8af8c99264f4f0a9c17d7,32GB ,pcpricetracker.in/gen/products/852e1610ddf8af8c99264f4f0a9c17d7,pcpricetracker.in/gen/products/852e1610ddf8af8c99264f4f0a9c17d7,3600 MHz ,pcpricetracker.in/gen/products/852e1610ddf8af8c99264f4f0a9c17d7
Gskill,G.Skill TZ Neo Series 64GB (2x32GB) 3600 MHz DDR4 Memory F4-3600C16D-64GTZN,F4-3600C16D-64GTZN,pcpricetracker.in/gen/products/18d52381126c5863547cf3dc06dfbd29,64GB ,pcpricetracker.in/gen/products/18d52381126c5863547cf3dc06dfbd29,pcpricetracker.in/gen/products/18d52381126c5863547cf3dc06dfbd29,3600 MHz ,pcpricetracker.in/gen/products/18d52381126c5863547cf3dc06dfbd29
Gskill,G.SKILL Trident Z Neo Series 32GB (4 x 8GB) DDR4 SDRAM 3600 F4-3600C16Q-32GTZNC,F4-3600C16Q-32GTZNC,pcpricetracker.in/gen/products/f1eb997d2aedcb2acaa0148aa94c596c,32GB ,pcpricetracker.in/gen/products/f1eb997d2aedcb2acaa0148aa94c596c,pcpricetracker.in/gen/products/f1eb997d2aedcb2acaa0148aa94c596c,,pcpricetracker.in/gen/products/f1eb997d2aedcb2acaa0148aa94c596c
Gskill,G.skill Ripjaws V Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C16Q-64GVKC,F4-3600C16Q-64GVKC,pcpricetracker.in/gen/products/c93882f7a964bb54f3ad3b7abcc63e79,64GB ,pcpricetracker.in/gen/products/c93882f7a964bb54f3ad3b7abcc63e79,pcpricetracker.in/gen/products/c93882f7a964bb54f3ad3b7abcc63e79,3600 MHz ,pcpricetracker.in/gen/products/c93882f7a964bb54f3ad3b7abcc63e79
Gskill,G.SKILL 16GB (8GBX2) DDR4 – 3600 MHZ TRIDENT Z RGB SERIES RAM (F4-3600C17D-16GTZR),F4-3600C17D-16GTZR,pcpricetracker.in/gen/products/4f0338bc8930df9156712edec76039b6,16GB ,pcpricetracker.in/gen/products/4f0338bc8930df9156712edec76039b6,pcpricetracker.in/gen/products/4f0338bc8930df9156712edec76039b6,3600 MHZ ,pcpricetracker.in/gen/products/4f0338bc8930df9156712edec76039b6
Gskill,G.Skill F4-3600C18D-16GTZN Desktop Ram Trident Z Neo Series 16GB (8GBx2) DDR4 3600MHz RGB,F4-3600C18D-16GTZN ,pcpricetracker.in/gen/products/64440ade9237f20f4db49a142ee8a07a,16GB ,pcpricetracker.in/gen/products/64440ade9237f20f4db49a142ee8a07a,pcpricetracker.in/gen/products/64440ade9237f20f4db49a142ee8a07a,3600MHz ,pcpricetracker.in/gen/products/64440ade9237f20f4db49a142ee8a07a
Gskill,G.skill Trident Z RGB Series 16GB (2x8GB) 3600 MHz DDR4 Memory F4-3600C18D-16GTZR,F4-3600C18D-16GTZR,pcpricetracker.in/gen/products/23f710a130925e683373c2afe6009659,16GB ,pcpricetracker.in/gen/products/23f710a130925e683373c2afe6009659,pcpricetracker.in/gen/products/23f710a130925e683373c2afe6009659,3600 MHz ,pcpricetracker.in/gen/products/23f710a130925e683373c2afe6009659
